t,x,y,z,v,accel
6.189820362780757979e-01,6.916200000000000125e-02,6.016535376272288960e-02,5.000000000000000278e-02,1.720225092194011332e-02,9.999999999976353360e-01
6.210058305041867843e-01,6.920000000000001150e-02,6.015698992424113600e-02,5.000000000000000278e-02,1.922604514806086975e-02,1.000000000004829026e+00
6.230296247302978818e-01,6.924200000000001187e-02,6.014774568170867808e-02,5.000000000000000278e-02,2.124983937416539265e-02,9.999999999967505993e-01
6.250534189564088683e-01,6.928800000000000237e-02,6.013762103512550194e-02,5.000000000000000278e-02,2.327363360027371805e-02,9.999999999986836086e-01
6.270772131825199658e-01,6.933800000000001074e-02,6.012661598449162148e-02,5.000000000000000278e-02,2.529742782639140750e-02,1.000000000003258505e+00
6.291010074086310633e-01,6.939200000000000923e-02,6.011473052980702975e-02,5.000000000000000278e-02,2.732122205249772062e-02,9.999999999976362242e-01
6.311248016347420497e-01,6.945000000000001172e-02,6.010196467107171980e-02,5.000000000000000278e-02,2.934501627861307860e-02,1.000000000002158718e+00
6.331485958608531472e-01,6.951200000000000434e-02,6.008831840828570553e-02,5.000000000000000278e-02,3.136881050471704291e-02,9.999999999964751529e-01
6.351723900869642447e-01,6.957800000000000096e-02,6.007379174144897999e-02,5.000000000000000278e-02,3.339260473083004860e-02,1.000000000000944356e+00
6.371961843130752312e-01,6.964800000000000157e-02,6.005838467056154317e-02,5.000000000000000278e-02,3.541639895694500412e-02,1.000000000001959544e+00
6.392199785391863287e-01,6.972200000000000619e-02,6.004209719562339509e-02,5.000000000000000278e-02,3.744019318305606692e-02,9.999999999999843459e-01
6.412437727652973152e-01,6.980000000000000093e-02,6.002492931663453574e-02,5.000000000000000278e-02,3.946398740916454151e-02,9.999999999987599919e-01
6.432675669914084127e-01,6.988199999999999967e-02,6.000688103359497205e-02,5.000000000000000278e-02,4.148778163527464674e-02,9.999999999995080602e-01
6.452913612175195102e-01,6.996800000000000241e-02,5.998795234650469016e-02,5.000000000000000278e-02,4.351157586138839489e-02,1.000000000001310063e+00
6.473151554436304966e-01,7.005800000000000916e-02,5.996814325536369700e-02,5.000000000000000278e-02,4.553537008750389858e-02,1.000000000002233325e+00
6.493389496697415941e-01,7.015200000000000602e-02,5.994745376017199950e-02,5.000000000000000278e-02,4.755916431360697472e-02,9.999999999960345054e-01
6.513627438958526916e-01,7.025000000000000688e-02,5.992588386092959074e-02,5.000000000000000278e-02,4.958295853971998735e-02,1.000000000000946354e+00
6.533865381219636781e-01,7.035200000000001175e-02,5.990343355763646377e-02,5.000000000000000278e-02,5.160675276583655963e-02,1.000000000002762457e+00
6.554103323480747756e-01,7.045800000000000674e-02,5.988010285029263247e-02,5.000000000000000278e-02,5.363054699193930269e-02,9.999999999958696373e-01
6.574341265741857621e-01,7.056800000000000572e-02,5.985589173889808989e-02,5.000000000000000278e-02,5.565434121805536843e-02,1.000000000002510436e+00
6.594579208002968596e-01,7.068200000000000871e-02,5.983080022345283605e-02,5.000000000000000278e-02,5.767813544416531407e-02,9.999999999994332311e-01
6.614817150264079570e-01,7.080000000000000182e-02,5.980482830395687094e-02,5.000000000000000278e-02,5.970192967027163067e-02,9.999999999976344478e-01
6.635055092525189435e-01,7.092199999999999893e-02,5.977797598041019456e-02,5.000000000000000278e-02,6.172572389638802254e-02,1.000000000002672085e+00
6.655293034786300410e-01,7.104800000000000004e-02,5.975024325281280690e-02,5.000000000000000278e-02,6.374951812249765593e-02,9.999999999992716937e-01
6.675530977047410275e-01,7.117800000000000515e-02,5.972163012116471492e-02,5.000000000000000278e-02,6.577331234861354126e-02,1.000000000002420286e+00
6.695768919308521250e-01,7.131200000000000039e-02,5.969213658546590473e-02,5.000000000000000278e-02,6.779710657471696433e-02,9.999999999962151387e-01
6.716006861569632225e-01,7.144999999999999962e-02,5.966176264571639021e-02,5.000000000000000278e-02,6.982090080082924144e-02,1.000000000000578648e+00
6.736244803830742089e-01,7.159200000000000286e-02,5.963050830191615748e-02,5.000000000000000278e-02,7.184469502694693088e-02,1.000000000003313572e+00
6.756482746091853064e-01,7.173800000000001009e-02,5.959837355406522041e-02,5.000000000000000278e-02,7.386848925305526670e-02,9.999999999986336485e-01
6.776720688352964039e-01,7.188800000000000745e-02,5.956535840216357208e-02,5.000000000000000278e-02,7.589228347916157635e-02,9.999999999976344478e-01
6.796958630614073904e-01,7.204200000000000881e-02,5.953146284621120554e-02,5.000000000000000278e-02,7.791607770527959886e-02,1.000000000003475220e+00
6.817196572875184879e-01,7.220000000000000029e-02,5.949668688620813467e-02,5.000000000000000278e-02,7.993987193138088476e-02,9.999999999951568741e-01
6.837434515136295854e-01,7.236200000000000965e-02,5.946103052215435253e-02,5.000000000000000278e-02,8.196366615750058648e-02,1.000000000004251044e+00
6.857672457397405719e-01,7.252800000000000913e-02,5.942449375404986606e-02,5.000000000000000278e-02,8.398746038361078192e-02,9.999999999996067590e-01
6.877910399658516694e-01,7.269799999999999873e-02,5.938707658189466138e-02,5.000000000000000278e-02,8.601125460971320580e-02,9.999999999957169816e-01
6.898148341919626558e-01,7.287200000000000621e-02,5.934877900568874542e-02,5.000000000000000278e-02,8.803504883583775087e-02,1.000000000006700196e+00
6.918386284180737533e-01,7.305000000000000382e-02,5.930960102543211820e-02,5.000000000000000278e-02,9.005884306193923106e-02,9.999999999952469132e-01
6.938624226441848508e-01,7.323200000000000542e-02,5.926954264112478665e-02,5.000000000000000278e-02,9.208263728805150816e-02,1.000000000000578648e+00
6.958862168702958373e-01,7.341800000000001103e-02,5.922860385276673689e-02,5.000000000000000278e-02,9.410643151417041885e-02,1.000000000003917311e+00
6.979100110964069348e-01,7.360800000000000676e-02,5.918678466035798280e-02,5.000000000000000278e-02,9.613022574027081657e-02,9.999999999947146723e-01
6.999338053225179213e-01,7.380200000000000649e-02,5.914408506389851744e-02,5.000000000000000278e-02,9.815401996638922766e-02,1.000000000003665512e+00
7.019575995486290187e-01,7.400000000000001021e-02,5.910050506338833387e-02,5.000000000000000278e-02,1.001778141924975774e-01,9.999999999986459720e-01
7.039813937747401162e-01,7.419800000000000006e-02,5.905692506287815724e-02,5.000000000000000278e-02,1.001778141924901527e-01,3.787353525995379821e-12
7.060051880008511027e-01,7.439199999999999979e-02,5.901422546641869188e-02,5.000000000000000278e-02,9.815401996638922766e-02,9.999999999950283103e-01
7.080289822269622002e-01,7.458200000000000940e-02,5.897240627400993779e-02,5.000000000000000278e-02,9.613022574027753342e-02,1.000000000000295763e+00
7.100527764530732977e-01,7.476800000000000113e-02,5.893146748565188803e-02,5.000000000000000278e-02,9.410643151415855334e-02,1.000000000003893330e+00
7.120765706791842842e-01,7.495000000000000273e-02,5.889140910134455648e-02,5.000000000000000278e-02,9.208263728805655968e-02,9.999999999955542229e-01
7.141003649052953817e-01,7.512800000000000034e-02,5.885223112108792926e-02,5.000000000000000278e-02,9.005884306193923106e-02,1.000000000003077982e+00
7.161241591314063681e-01,7.530200000000000782e-02,5.881393354488201330e-02,5.000000000000000278e-02,8.803504883583775087e-02,9.999999999953017582e-01
7.181479533575174656e-01,7.547199999999999742e-02,5.877651637272680862e-02,5.000000000000000278e-02,8.601125460971320580e-02,1.000000000006645351e+00
7.201717475836285631e-01,7.563799999999999690e-02,5.873997960462232215e-02,5.000000000000000278e-02,8.398746038360616062e-02,9.999999999979984899e-01
7.221955418097395496e-01,7.580000000000000626e-02,5.870432324056854001e-02,5.000000000000000278e-02,8.196366615750509677e-02,9.999999999950994756e-01
7.242193360358506471e-01,7.595799999999999774e-02,5.866954728056546220e-02,5.000000000000000278e-02,7.993987193138163416e-02,1.000000000006112666e+00
7.262431302619616336e-01,7.611199999999999910e-02,5.863565172461310260e-02,5.000000000000000278e-02,7.791607770527886334e-02,9.999999999959399144e-01
7.282669244880727311e-01,7.626200000000001034e-02,5.860263657271145427e-02,5.000000000000000278e-02,7.589228347916826545e-02,9.999999999997478684e-01
7.302907187141838286e-01,7.640800000000000369e-02,5.857050182486051720e-02,5.000000000000000278e-02,7.386848925304854985e-02,1.000000000004257705e+00
7.323145129402948150e-01,7.655000000000000693e-02,5.853924748106028447e-02,5.000000000000000278e-02,7.184469502694693088e-02,9.999999999953734786e-01
7.343383071664059125e-01,7.668800000000000616e-02,5.850887354131076995e-02,5.000000000000000278e-02,6.982090080082924144e-02,1.000000000003258727e+00
7.363621013925170100e-01,7.682200000000000140e-02,5.847938000561195976e-02,5.000000000000000278e-02,6.779710657471696433e-02,1.000000000000578648e+00
7.383858956186279965e-01,7.695200000000000651e-02,5.845076687396386778e-02,5.000000000000000278e-02,6.577331234861354126e-02,9.999999999962699837e-01
7.404096898447390940e-01,7.707800000000000762e-02,5.842303414636648012e-02,5.000000000000000278e-02,6.374951812249765593e-02,1.000000000002365441e+00
7.424334840708501915e-01,7.720000000000000473e-02,5.839618182281980374e-02,5.000000000000000278e-02,6.172572389638464330e-02,1.000000000000942801e+00
7.444572782969611779e-01,7.731799999999999784e-02,5.837020990332383863e-02,5.000000000000000278e-02,5.970192967027490583e-02,9.999999999993826050e-01
7.464810725230722754e-01,7.743200000000000083e-02,5.834511838787858479e-02,5.000000000000000278e-02,5.767813544416531407e-02,9.999999999992529309e-01
7.485048667491832619e-01,7.754199999999999982e-02,5.832090727648404221e-02,5.000000000000000278e-02,5.565434121805536843e-02,9.999999999994880762e-01
7.505286609752943594e-01,7.764800000000000868e-02,5.829757656914021091e-02,5.000000000000000278e-02,5.363054699194600566e-02,9.999999999991437960e-01
7.525524552014053459e-01,7.774999999999999967e-02,5.827512626584708394e-02,5.000000000000000278e-02,5.160675276582985666e-02,1.000000000002547740e+00
7.545762494275164434e-01,7.784800000000000053e-02,5.825355636660467518e-02,5.000000000000000278e-02,4.958295853971998735e-02,9.999999999993959277e-01
7.566000436536275409e-01,7.794199999999999739e-02,5.823286687141297768e-02,5.000000000000000278e-02,4.755916431360697472e-02,1.000000000000946354e+00
7.586238378797385273e-01,7.803200000000000414e-02,5.821305778027198452e-02,5.000000000000000278e-02,4.553537008750389858e-02,9.999999999960894614e-01
7.606476321058496248e-01,7.811800000000000688e-02,5.819412909318170263e-02,5.000000000000000278e-02,4.351157586138839489e-02,1.000000000002178480e+00
7.626714263319607223e-01,7.820000000000000562e-02,5.817608081014213894e-02,5.000000000000000278e-02,4.148778163527464674e-02,1.000000000001310063e+00
7.646952205580717088e-01,7.827800000000000036e-02,5.815891293115327959e-02,5.000000000000000278e-02,3.946398740916454151e-02,9.999999999995627942e-01
7.667190147841828063e-01,7.835200000000000498e-02,5.814262545621513151e-02,5.000000000000000278e-02,3.744019318305606692e-02,9.999999999987050359e-01
7.687428090102939038e-01,7.842200000000000559e-02,5.812721838532769469e-02,5.000000000000000278e-02,3.541639895694305429e-02,1.000000000000946132e+00
7.707666032364048903e-01,7.848800000000000221e-02,5.811269171849096915e-02,5.000000000000000278e-02,3.339260473083188047e-02,1.000000000000091926e+00
7.727903974625159877e-01,7.854999999999999483e-02,5.809904545570495488e-02,5.000000000000000278e-02,3.136881050471704291e-02,1.000000000001850076e+00
7.748141916886270852e-01,7.860799999999999732e-02,5.808627959696965187e-02,5.000000000000000278e-02,2.934501627861072631e-02,9.999999999976362242e-01
7.768379859147380717e-01,7.866199999999999581e-02,5.807439414228505320e-02,5.000000000000000278e-02,2.732122205249995495e-02,9.999999999998944178e-01
7.788617801408491692e-01,7.871200000000000419e-02,5.806338909165117274e-02,5.000000000000000278e-02,2.529742782639140750e-02,9.999999999987394528e-01
7.808855743669601557e-01,7.875799999999999468e-02,5.805326444506799660e-02,5.000000000000000278e-02,2.327363360027371805e-02,1.000000000003313128e+00
7.829093685930712532e-01,7.879999999999999505e-02,5.804402020253553868e-02,5.000000000000000278e-02,2.124983937416539265e-02,9.999999999986287635e-01
7.849331628191822396e-01,7.883800000000000530e-02,5.803565636405378508e-02,5.000000000000000278e-02,1.922604514806086975e-02,9.999999999968054443e-01
7.869569570452933371e-01,7.887199999999999767e-02,5.802817292962274276e-02,5.000000000000000278e-02,1.720225092194011332e-02,1.000000000004773959e+00
7.889807512714044346e-01,7.890199999999999991e-02,5.802156989924241171e-02,5.000000000000000278e-02,1.517845669583380019e-02,9.999999999976353360e-01
7.910045454975154211e-01,7.892799999999999816e-02,5.801584727291279192e-02,5.000000000000000278e-02,1.315466246972151268e-02,1.000000000000642819e+00
7.930283397236265186e-01,7.895000000000000628e-02,5.801100505063388341e-02,5.000000000000000278e-02,1.113086824361448138e-02,9.999999999979916065e-01
7.950521339497376161e-01,7.896799999999999653e-02,5.800704323240568616e-02,5.000000000000000278e-02,9.107074017494776186e-03,1.000000000004252598e+00
7.970759281758486026e-01,7.898199999999999665e-02,5.800396181822820019e-02,5.000000000000000278e-02,7.083279791388852505e-03,9.999999999974978904e-01
7.990997224019597001e-01,7.899200000000000665e-02,5.800176080810142548e-02,5.000000000000000278e-02,5.059485565282153402e-03,9.999999999978270715e-01
8.011235166280707976e-01,7.899799999999999878e-02,5.800044020202535511e-02,5.000000000000000278e-02,3.035691339163184167e-03,1.000000000003889333e+00
8.031473108541817840e-01,7.900000000000000078e-02,5.800000000000000294e-02,5.000000000000000278e-02,1.011897113056191245e-03,9.999999999980266896e-01
